Date,Index_Level
2020-01-01,100.0
2020-01-02,100.81221175515125
2020-01-03,101.21356446882848
2020-01-06,100.23018163244532
2020-01-07,100.37559986957794
2020-01-08,99.88182198078498
2020-01-09,99.94738597443269
2020-01-10,98.61755423861493
2020-01-13,98.91333922925874
2020-01-14,98.49988274498693
2020-01-15,98.49844255171037
2020-01-16,98.30222464812871
2020-01-17,97.86584137906931
2020-01-20,97.60525145049598
2020-01-21,97.77899224979147
2020-01-22,97.98032695800403
2020-01-23,98.48915752040543
2020-01-24,98.12416560206267
2020-01-27,97.64130334863616
2020-01-28,97.0658755838597
2020-01-29,96.8568515871578
2020-01-30,96.12694457397978
2020-01-31,96.57714769613924
2020-02-03,97.3818711163111
2020-02-04,97.27067505787058
2020-02-05,96.5769303831696
2020-02-06,96.75681769681088
2020-02-07,96.43548910994079
2020-02-10,97.04237940326212
2020-02-11,96.40799174098935
2020-02-12,96.40258039812905
2020-02-13,96.33929243172538
2020-02-14,96.32696212962722
2020-02-17,97.21088377065675
2020-02-18,96.53860210650595
2020-02-19,96.33718844054243
2020-02-20,95.16685123870732
2020-02-21,95.67784243674616
2020-02-24,95.95192436667008
2020-02-25,96.17209393267167
2020-02-26,95.6050746854201
2020-02-27,95.63894916281825
2020-02-28,95.22012931401362
2020-03-02,95.6304151388496
2020-03-03,96.0190355866856
2020-03-04,95.39133622509388
2020-03-05,95.43455875211063
2020-03-06,94.9443912412068
2020-03-09,94.76588048772493
2020-03-10,94.02718950471697
2020-03-11,94.05188175393397
2020-03-12,93.9566666827316
2020-03-13,93.64292174064039
2020-03-16,94.215583794057
2020-03-17,94.71132679478465
2020-03-18,94.9366943584441
2020-03-19,94.6124549078575
2020-03-20,94.41599083093483
2020-03-23,94.02606674545582
2020-03-24,94.1466716738067
2020-03-25,92.88618898477279
2020-03-26,92.7155253794894
2020-03-27,92.9669643691914
2020-03-30,93.20431661334699
2020-03-31,92.00463119866718
2020-04-01,92.08218511849921
2020-04-02,91.87085815961318
2020-04-03,92.40217774503294
2020-04-06,92.12425741517308
2020-04-07,92.78480505048299
2020-04-08,92.8226663931223
2020-04-09,92.30089587592116
2020-04-10,92.13411124686776
2020-04-13,92.62132849742476
2020-04-14,92.77671699883203
2020-04-15,93.01474643899114
2020-04-16,93.73512702319691
2020-04-17,92.99439725742677
2020-04-20,92.58564789046618
2020-04-21,91.85393778878486
2020-04-22,92.62595258189661
2020-04-23,93.45132541068119
2020-04-24,94.19630119326034
2020-04-27,95.26737665877337
2020-04-28,94.72593523660137
2020-04-29,94.48076719915694
2020-04-30,94.25723325749324
2020-05-01,93.42754623684925
2020-05-04,93.30771252750456
2020-05-05,92.98229391125061
2020-05-06,92.48075547597846
2020-05-07,92.24822842207399
2020-05-08,92.18596619257995
2020-05-11,91.60140449270011
2020-05-12,91.65199670389539
2020-05-13,90.9725560763501
2020-05-14,90.74366342770168
2020-05-15,90.78049507893967
2020-05-18,90.73220812804635
2020-05-19,91.24742170100217
2020-05-20,91.45010589355111
2020-05-21,91.98013038363857
2020-05-22,91.64267666402914
2020-05-25,91.694453352012
2020-05-26,91.1778445172494
2020-05-27,91.42992667335722
2020-05-28,91.67334535494484
2020-05-29,92.14188388273
2020-06-01,92.22195512177898
2020-06-02,91.86268883544862
2020-06-03,92.22115824599872
2020-06-04,91.02425317547647
2020-06-05,90.85511061622849
2020-06-08,90.38105567679604
2020-06-09,90.0473139791567
2020-06-10,91.06616616708975
2020-06-11,91.44721414523173
2020-06-12,91.81982528363561
2020-06-15,91.73565501850011
2020-06-16,91.45356306921552
2020-06-17,91.17727712780875
2020-06-18,90.31732682954295
2020-06-19,89.91576506321645
2020-06-22,90.52988409694984
2020-06-23,89.83760768612288
2020-06-24,88.49817346861907
2020-06-25,88.83683497077773
2020-06-26,88.95820783823497
2020-06-29,88.79601131398142
2020-06-30,89.4595206230617
2020-07-01,91.00642463104123
2020-07-02,91.79521479842295
2020-07-03,92.21860309807141
2020-07-06,91.67554555919082
2020-07-07,92.09394634712572
2020-07-08,92.35408453321273
2020-07-09,92.60586422745064
2020-07-10,93.83159652193946
2020-07-13,93.2485565444458
2020-07-14,93.84515404559117
2020-07-15,93.51765969493752
2020-07-16,94.6436444947725
2020-07-17,95.3930320695094
2020-07-20,95.87195562232034
2020-07-21,95.55827904020195
2020-07-22,95.45731750559521
2020-07-23,95.90186137656333
2020-07-24,96.3143308654241
2020-07-27,96.2357233246534
2020-07-28,95.4433622411977
2020-07-29,95.51654173565629
2020-07-30,96.46094954979463
2020-07-31,95.87003337961936
2020-08-03,96.6870582022589
2020-08-04,95.88692406943072
2020-08-05,95.69223544668367
2020-08-06,95.52921561923974
2020-08-07,94.84370630467264
2020-08-10,94.36949808267765
2020-08-11,94.6403763590579
2020-08-12,95.04841291870105
2020-08-13,94.47169715911429
2020-08-14,94.59521467002878
2020-08-17,94.29584438997188
2020-08-18,94.19147331333808
2020-08-19,94.86085833154712
2020-08-20,94.9432285372357
2020-08-21,94.40434296937315
2020-08-24,95.38562735026254
2020-08-25,94.7776044886677
2020-08-26,96.04982450715369
2020-08-27,96.61825675844932
2020-08-28,96.9746690532037
2020-08-31,96.28626308258951
2020-09-01,96.84763334091976
2020-09-02,97.07534968285013
2020-09-03,96.68763085724133
2020-09-04,96.82253381900597
2020-09-07,96.60248650030532
2020-09-08,95.70734173008462
2020-09-09,95.84973546424013
2020-09-10,95.94840607204259
2020-09-11,96.18453448103499
2020-09-14,96.20824576406378
2020-09-15,96.020335554388
2020-09-16,96.591928011086
2020-09-17,96.52071118552313
2020-09-18,96.76512457820743
2020-09-21,97.15620772250946
2020-09-22,96.22862237779056
2020-09-23,95.44951590813348
2020-09-24,95.43040573223867
2020-09-25,95.49717789708943
2020-09-28,95.41507380750099
2020-09-29,95.21746441587705
2020-09-30,95.6631432972997
2020-10-01,96.77282342578994
2020-10-02,96.5389134943695
2020-10-05,96.40468177514151
2020-10-06,95.82158225944517
2020-10-07,96.18513041542077
2020-10-08,96.94724001704517
2020-10-09,97.0100382818464
2020-10-12,97.09253105324663
2020-10-13,96.888765763979
2020-10-14,97.17252807847314
2020-10-15,97.27932348695344
2020-10-16,97.0515060345707
2020-10-19,97.44018997168934
2020-10-20,96.53574765258045
2020-10-21,96.86412666968424
2020-10-22,96.71906438196827
2020-10-23,97.15689127081377
2020-10-26,96.35397276114148
2020-10-27,96.08500828285568
2020-10-28,95.69960765436906
2020-10-29,95.4746489712948
2020-10-30,95.4223312204273
2020-11-02,96.03067989903387
2020-11-03,95.9702529116532
2020-11-04,95.76860116168399
2020-11-05,95.48707611921284
2020-11-06,95.07267307735717
2020-11-09,94.35694938235342
2020-11-10,94.77014185090161
2020-11-11,93.96002888018008
2020-11-12,93.44695521261576
2020-11-13,93.56430151760856
2020-11-16,93.13072966207565
2020-11-17,92.81469878555802
2020-11-18,92.30379829342509
2020-11-19,92.22501577817579
2020-11-20,92.6669522829267
2020-11-23,93.219472044798
2020-11-24,93.51916396235083
2020-11-25,93.92169118821927
2020-11-26,94.09127506942563
2020-11-27,94.13152327766923
2020-11-30,93.48373409598139
2020-12-01,93.9574063836396
2020-12-02,93.53689257200482
2020-12-03,93.54155754523855
2020-12-04,93.32388671881505
2020-12-07,93.5254614933649
2020-12-08,93.62917002731037
2020-12-09,93.65144787172537
2020-12-10,93.4684534480356
2020-12-11,93.71682107625823
2020-12-14,94.04255929460265
2020-12-15,94.6209266322006
2020-12-16,94.53916428422488
2020-12-17,94.45592749940447
2020-12-18,94.1608388606248
2020-12-21,94.38668806471628
2020-12-22,94.48815282155898
2020-12-23,93.81828448447885
2020-12-24,94.07578113819697
2020-12-25,94.28134344380341
2020-12-28,94.04355784999375
2020-12-29,93.29472922575013
2020-12-30,93.66385081100577
2020-12-31,93.82254881950547
